threshold,accuracy,precision,recall_fake,f1
0.5,0.5137867647058824,0.8260869565217391,0.034926470588235295,0.06701940035273368
0.4,0.6121323529411765,0.7932692307692307,0.30330882352941174,0.43882978723404253
0.3,0.7169117647058824,0.6745562130177515,0.8382352941176471,0.7475409836065574
0.2,0.6001838235294118,0.5560123329907503,0.9944852941176471,0.7132498352010547
0.1,0.5137867647058824,0.5069897483690587,1.0,0.6728509585652442
